data,target
cathy cathy smith reminder denver rally tomorrow usa colorado state fort collins line monster rally right carry weapon tomorrow sunday april denver libertarian party sponsor rally state capitol support individual right carry weapon speaker include colorado deputy attorney general david kopel radio host ken hamblin dlp chair david segal pistol instructor lenda jackson novelist neil smith presence highly welcome information david segal cathy smith opinion course,talk.politics.guns
cescript mtuedu charles scripter raid blast time usa michigan tech line xnewsreader tin version wed apr gmt peter cash cash convexcom write just listen oclock news channel dallas trot list produce atf month raid cnn just claim buy assault rifle say koresh godlike manage buy build collection rifle quite feat say make charge sexual abuse course notice treasury department sex crime maybe fed recently institute tax sex crime yeah batf look unregistered gun weapon gun fight junk list example accuse stockpile bunch ammunition use assault rifle imagine ammunition hear claim cautious koreshs heat ammunition stockpile recall smokeless powder tend decompose moderate temperature surprised nature stockpile unexploded unburned aluminum dust yeah component thermite far havent heard illegal grinder aluminum lawn furniture recall aluminum powder common component firework folk recpyro probably tell thing list conceivably illegal grenade launcher anybody know legal proper license curio relic permit legally handgrenades launcher charles scripter cescript phymtuedu dept physic michigan tech houghton government little great thing shall draw washington centre power render powerless check provide government venal oppressive government separate thomas jefferson,talk.politics.guns
fuller riddle new brunswick usa line apr fcrary frank crary apr fuller write gas harmful sensitive caring janet reno far know tear gas especially large dangerous toxic small child make fbi safety child hypocritical mention gmen child gas mask respect child point gas fed know child health danger proceed assumption motherly instinct davidian woman remove harm way bust gut net observe appeal woman motherly instinct wash feminist liberal republican white house say come feminist mindset btw read paper yesterday type gas use paper provide specific guess write malcolm fuller survey engineering new brunswick malcolm malo periculosam libertatem quam quietam servitutem,talk.politics.guns
fcrary frank crary gun like american express card colorado boulder line cmmthomasp surtifiuiono thomas parsli thomasp ifiuiono write driver licence forget usa land car scandinavia northern europe easy average time hour training cost license require drive car exclusively private property farm united state license require use public road abuse goverment main problem hard guncontrol just abuse goverment little paranoid offence new goverment election nation million issue usually candidate office president willing abuse mild gun control law create defacto ban majority object elect voter look issue like civil right minority health care vote evil matter paranoia local government example new york chicago abuse exist mild gun control law create virtual ban gun criminal weapon use criminal today steal known criminal buy weapon point gun control case united state adaquate gun control law accord federal statistic gunwielding criminal legally purchase gun license dealer thats point gun control prevent criminal legally purchase gun america need additional law accomplish mixing weapon thing use meant car kill gun different gun legal purpose use gun appropriate tool hunt target shooting selfdefence like car murder isnt common use murder impose regulation just say ment use tree axe problem axer certainly imagine american public accept regulation politics nation different america strong opposition intrusive law primarily effect average lawabiding citizen wrong situation los angeles buy gun protect good situation rigth way deal problem good way deal problem excelent way deal shortterm problem rioting violent attack course longterm issue start riot point individual longterm social problem everybody buy gun protect criminal neighbor gun happen mean everybody gun usa accord survey gun american home country closer place gun average safer gun common word responsible gun owner problem affect want protect citicens fundamental difference american government nation acceptable punish restrict average lawabiding citizen vague common good frank crary boulder,talk.politics.guns
hambidge bmscom gun control replyto hambidge bmscom bristolmyers squibb line cvgfkx apollohpcom nelsonp apollohpcom peter nelson write john redelfs write gun control gun control assume gun control mean able hit target peter clint eastwood line pink cadillac gun control gun wan control standard disclaimer,talk.politics.guns
crphilli ron phillips randy weaver trail day hound replyto crphilli intergraph electronics mountain view usa line post mail list folk thursday april mark day trial day mark testimony trial deputy marshal larry cooper stand prosecution short version testimony consistent opening statement prosecution cooper testify arrive spokane washington august participate surveillance operation deputy near weaver cabin team use night vision equipment surveillance split team later meet observation point cabin deputies cooper william degan arthur roderick begin descent scout far possible surveillance site cooper tell court roderick throw large rock gully weaver family dog respond striker weaver yellow lab start bark loudly roderick lead run area run dense wood open area fern field dog pursuit time kevin harris samuel weaver join chase surveillance team reach road cooper decide cover wood easy target shoot degan reach spot randy weaver come road cabin ahead weaver startle moment striker reach degan cooper fend gun unclear mean club dog shoot dog cooper degan cover wood accord cooper kevin harris samuel weaver continue walk road apparently notice pass road degan knee raise gun shout stop marshal harris bring weapon hip level bring weapon eye level saw arm know hit cooper harris harris cooper bring weapon bear samuel point cooper hear shot right samuel weaver look direction shot yell son bitch run cooper realize shot come directly ahead threeround burst cabin point saw samuel weaver run cabin cooper reach degan place finger degan carotid artery count beat heart stop shortly roderick marshal join hear large burst gunfire area cabin david nevin question point throw rock gulley ask want lure dog shoot dog nevin point september testimony cooper claim spot weaver dog leave cooper claim event head decide thursday account correct nevin continue ask cooper arm man dress camouflage jump wood answer available friday april mark continue cooper note coverage protestors draw ron phillips crphilli senior customer engineer intergraph electronics east evelyn avenue voice mountain view fax,talk.politics.guns
arc aaron ray clements usual california institute technology pasadena line hollombe polymath write possession nuclear arm actually weapon grade fissionables currently regulate market force make buy steal thing stop stagger cost nation afford fact want sell tight security maintain exist stock just ask saddam hussein impression obtain fissionable material plutonium uranium require obtain federal permit material source fissionables build bomb garage hardware store electronic junk supply engage shady dealing explosive charge thats trivial compare plutonium basic information design declassify year ago dig technical library physic grad student actually bother look material cover term week gech nuclear chemistry derive build bomb far explosive charge chemist synthesize variety explosive commonly available chemical garage felt like electronics detonator shaped charge little trickier impossible use trick trade want nasty include core hydrogen deuterium course hard fissionable material start live long bomb plutonium nasty property polymath aka jerry hollombe cdp aka hollombe head robot wrangler citicorp law define crime ocean park blvd police enforce law santa monica citizens prevent crime aaron arc,talk.politics.guns
illinois chicago academic computer center jason kratz uicvmuicedu gun like american express card usa uic qierinnb line qierinnb vincent cadgatechedu vincent fox say stuff delete define arm good shoot revolver semiauto like colt fast nope aside faster rate usually desirable sure make guy duck cover just try hit thompson hosemode military limit come work great movie version anyways round burstfire simple semiauto good troop like able rock roll wasteful ammo short supply enemy plentiful revolver equally capable semiauto caliber stuff delete revolver just good semiautos point thing consider familiar handgun police department switch glocks start quietly switch officer old revolver accident partly poor training receive glocks require rocket scientist cop baffle complex timer vcr hell glock thing switch thing know glock lack real safety sure little thing trigger great safety say criminal obviously outgun police know firearm turn cop hunter pay attention seek say semiautos junk merely assume good job stupid cop revolver hip shotgun rack equip short riot actually watch right partially know handgun familiar rifle gun control hit aim whip wondernine real fast hit good control revolver likely hit beretta consider inferior carry weapon like ruger security revolver hit aim shot quite seriously wrong like backup capacity extra shot certain case shot criminal encounter crook use crime nice simple revolver police use actually police prefer hefty magnum obplea flame prefer semiautos thing introduce unneccessary complication abrupt encounter lone criminal plan perfect batf spokesperson cnn regard fail raid attempt flame point guess lot learn thanks discussion guess assume thing like bullet sort thing course know happen assume jason,talk.politics.guns
arc aaron ray clements aclu waco shootout california institute technology pasadena line paul hager hagerp csindianaedu write amendment say bear bear define mean carry physically unable carry pound nuclear device understand subkiloton nuclear demolition manportable carry backpack recall kennedy subkiloton nuclear weapon withdraw europe destroyed man portable make use rocket launchers small nuclear test data yes onetenth kiloton weapon test late early aaron arc,talk.politics.guns
cathy cathy smith letter liberal colleague neil smith usa colorado state fort collins line post cathy smith neil smith letter liberal colleague author note adrian change protect guilty author science fiction novelist work editor famous new york publishing house dear adrian way schedule current book reply note criticize recent magazine interview generally attack gun ownership necessarily consist assertion free evidence logic time energy present write fully topic future make sure copy argument make futility danger delegate selfdefense police don kates jan wall street journal real effect prohibition shift consumer handgun rifle item like sawedoff shotgun homemade bomb limit comment newspaper clip send note freedom carry weapon choice natural fundamental inalienable human individual civil right democratic process argument ground social utility second publication latterday scientific study alter fact gun discuss interview annoy process lie freedom carry weapon choice natural fundamental inalienable human individual civil right democratic process argument ground social utility fourth happen thing study support gun original numerical contention simply add new layer spurious claim old body lie omission distortion fifth freedom carry weapon choice natural fundamental inalienable human individual civil right democratic process argument ground social utility sixth fact gun catch lie countless occasion carl bakal author right bear arm confess publicly make value present study dubious say seventh freedom carry weapon choice natural fundamental inalienable human individual civil right democratic process argument ground social utility eighth lifelong service federal bureaucrat mention cynical fiction good aware progress design study prove want outstrip ability collect meaningful data case point agree fact kind year create study prove pornography cause crime naive probably honest effort clearly indicate contrary ninth freedom carry weapon choice natural fundamental inalienable human individual civil right democratic process argument ground social utility tenth reason doubt study human behavior austrian school economics demonstrates far complex meaningfully quantify attempt create public policy base result wreck civilization eleventh freedom carry weapon choice natural fundamental inalienable human individual civil right democratic process argument ground social utility twelfth study worthless incorporate figure suicide necessarily tragedy basically individual right ancillary social benefit suicide intervention criminal offense thirteenth finally national rifle association official quote shortcoming correct instance study meaningless freedom carry weapon choice natural fundamental inalienable human individual civil right democratic process argument ground social utility adrian study valid deter lifelong personal objective weapon prefers carry desire ask anybody permission ably assist gun yawp invariably previously unarmed buy gun gun control act shoot fraternity view handguns incorrectly turn inaccurate ineffective toy probably million country thank kennedy metzenbaum brady ilk america great sport good sale team probably manufacture year fascinating datum handgun control perfectly aware guess ask real motif look gunmaking arcane difficult art way easy make fully automatic weapon fact obtain weapon preference selfloading pistol thing pursue difficult quarter billion firearm america estimate half life year possibly stainless steel gun gon long time adrian like paraphrase elmer keith regardless law provide court decide arm work bad news thousand thousand come stop pass law force arm secretly practical allege difference automatic efficiently point neil smith author probability broach crystal empire henry martyn forthcoming pallas lever action fidonet libertarian second amendment caucus nra life member opinion course,talk.politics.guns
utkvmutkedu david veal gun like american express card line tennessee division continue education cmmthomasp surtifiuiono thomas parsli thomasp ifiuiono write remember figure exactly death texas cause gun firearm relate beeing kill caraccidents texas unusual regard nice reduce texas appear murder rate high national average expect result high suicide rate suffer nice suffer agree live sociaty therefor freedom note run problem perfectly willing government regulation likely cause harm discuss extreme regulation large group order target small group thats appropriate insurance pay buy pay return good steal bonus live ererything want play music loud justify point draw line way government little substantial set percentage punish individual draw line state remember texas try impose rule buy gun month know happen virginia pass respect right defend right inflict like realize problem america problem car away drunk driver hope cure cute analogy treat drunk drive like crime confiscate car drink confiscate car drink drive core legal order punish individual property confiscation punishment evidence individual majority convict murder white order convict particular white guy murder hope life comfirms standard winnie poh huh david veal univ tenn div cont education info service group utkvmutkedu remember way laugh day push elevator shaft begin dont love anymore weird,talk.politics.guns
crphilli ron phillips randy weaver trial day hound replyto crphilli intergraph electronics mountain view usa line post mail list folk wednesday mark day beginning trial opening statement prosecution defense present version happenned august prosecution argue weaver family idaho anticipate battle evil federal government prosecution allege weaver sell federal agent saw shotgun later fail appear trial despite repeat good faith effort weaver surrender peacefully weaver refuse shootout erupt weaver discover agent surveillance mission begin accord prosecution offensive action fbi helicopter fbi sniper kill vicki weaver defense argue weaver family northern idaho practice religion peace want simply leave weaver induce federal agent sell shotgun prosecution allege want regular supplier defense argue federal government seek arrest weaver informant specify explicitly assume reference white separatist angle story know thing develop failure appear court happenned weaver incorrect court indict shootout occur federal agent arthur roderick kill weaver dog proximity weaver son samuel weaver selfdefense ensuing battle federal agent william degan kill gun later case nearby gun agent near body extended period time play selectfire fully explain finally defense claim vicki weaver look body recover son cutdown fbi sniper prosecution quote weaver want make asst attorney kim lindquist defense quote evidence case case randy weaver kevin harris charge crime commit order cover crime government commit gerry spence nice soundbite note idaho statesman claim weaver supporter heed spence repeat yesterday protest outside courthouse local nbc affiliate footage news supporter include tim tim claim skinhead ordinary working class claim white pride white power outside courthouse television crew impromptu interview gritz charge neonazi protestors exactly government want smear randy weaver affiliated carry idaho statesman dozen lawyer pack courthouse lawyer present watch gerry spence action learn tidbit spence flatly tell juror son kent volunteer time represent weaver spence minute open statement repeatedly walk weaver place hand defendant shoulder weaver break recounting wife death spence compare saw shotgun drive mph limit good today thursday april prosecution schedule begin present evidence draw ron phillips crphilli senior customer engineer intergraph electronics east evelyn avenue voice mountain view fax,talk.politics.guns
kdw icdabcom kenneth whitehead blast time soraicdabcom allenbradley company line oldham cescwruedu daniel oldham babble happen waco fault batf proper equipment personal capture compound initial assault happen door knock serve warrant like sheriff time need initial assault herr klinton attorney gen reno able tell heroic story protect rest group mile prairie batf need good weapon armored transport meet hostile able use force instead retreat stand job right batf protect proper equipment job batf need disband control group rambo wannabee danger republic wod increase crime street batf need blast away good fokes price pay law order country figure flamed pretty badly everybody incredibly stupid statement ill just let pass case western reserve huh fed know big stockpile automatic weapon crack house daniel oldham live orchard drive just address right look good die war protect great country use great country sure know good die war viet nam assure fought protect right government attack citizen military force provocation hint serve search warrant sufficient provocation stage military style assault religious group maybe iraq syria arm build waco need hit compound mega power blast kill woman kid let burn death day later joke right let fool like cwru bad use good school old man buy new wing library,talk.politics.guns
vincent cadgatechedu vincent fox gun like american express card deep thirteen gizmonics institute line usa uicvmuicedu jason kratz uicvmuicedu delete cop state cop arm chicago police state cop know originally david live tennesse live chicago crap everyday news paper situation just tad different crap ridiculous assertion uzi mow cop right leave assertion dial proper option available lawabiding citizens factoid cop kill country year early wow real explosion cop killing plan perfect batf spokesperson cnn regard fail raid attempt,talk.politics.guns
lwb csutexasedu lance bledsoe atf suspect drug lab compound dept texas austin line mar rcanders nyxcsduedu nice guy write associated press news story report development saturday david troy intelligence chief atf confirm report authority suspect cult lab say evidence possible drug activity surface late atf cult gun dealing wow scope mission atf continue expand alcohol tobacco firearm involded child protective service drug enforcement tax evasion look road nation boys blue knock hand zeikheil lance lance bledsoe lwb shall know truth truth shall make free,talk.politics.guns
jbs rtirtiorg batffbi murder waco today joe bar grill line crpojijv newsudeledu roby scott roby write day come hand national trial deserve instead choose set compund hour tank drop tear gas person parrot fbi line set hour tear gas inject suppose want explain videotape footage national night tank gasinjecting tube pull injection tube second story building building begin belch smoke tell joe,talk.politics.guns
scottj john scott silly outdated koresh miranda random site xpostedfrom line write nice strawman discussion tank use riot instead tank main gun riot claim claim ludicrous awesley replied repeat tell context hear support claim tank use detroit issue tank use detroit main gun merely claim tank use claim main gun suppress sniper quite effective continue away claim defend dispute awesley spend minute library today computer card catalog minute nightmare detroit rebellion victim sauter hines page telling death tonia blanding age tank sniper turn direction shot come fiftycaliber machine gun mount tank belch building short round building tank gun spit tear apart huge hole apartment main gun main gun gee entire point admit wrong write picture tank main gun picture building damage shell read report tank bet dollar doughnuts secondhand account old national guard sergeant shoot shit convince tank shell american city awesley reply bother read long report tank necessarily main gun read tank main gun detroit riot simply way event place common knowledge year later american military firing shell tank american city black big news awesley read troop use grenade launcher fragmentary grenade doubt concussion grenade tear gas certainly perfectly willing let frags make claim plausible dont expect convince open mind eye actually little research convince way let know know claim marine use launch rocket building trenton new jersey suspend judgment chance research bullshit filter kick tank main gun detroit scream past half decade know unless claim national guard manage cover mind open good prefer live reality reality hard tank shell fired john scott,talk.politics.guns
lvc larry cipriani gun talk state legislative update ideology buster usa keywords gun talk line april william douglas note powerful sponsor lack individual liberty withers spite glow opinion resound phrase legislative scorecard outline result subcommittee committee floor action important victory come coordinate legislator ensure legislation amend favorably reject vote quiet victory impressive protect fundamental civil liberty guarantee second amendment constitution arizona nrasupported legislation concern minor criminal possession firearm pass house currently await action governor arkansas firearm preemption legislation sign governor making fortyfirst state pass preemption preemption pass twice previous session veto gov clinton mandatory storage firearm amend kill committee colorado mandate storage firearm triggerlock kill committee prohibit sale certain semiauto firearm kill committee socalled colorado handgun violence prevention act include provision day wait period kill committee connecticut substitute impose tax firearm ammunition archery equipment kill environment committee florida require year license cost possess firearm second degree felony provision year prison die committee numerous antigun owner antigun legislation pass florida year georgia suppose instant check provision allow day wait period defeat house public safety committee send interim study committee mandatory storage defeat senate pass upperhouse illinois prohibit sale possession manufacture purchase possession carrying certain semiauto firearm defeat house judiciary subcommittee firearm mandatory storage legislation fail house judiciary subcommittee firearm repeal foid make ftip point sale check permanent pass judiciary committee vote presently calendar reading house mandatory storage defeat committee impose handgun excise tax fail senate committee revenue subcommittee tax increase impose tax person engage business sell firearm fail senate revenue committee subcommittee tax increase indiana statewide firearm preemption pass senate house amendment introduce house floor amendment ban certain semiauto firearm mandatory storage triggerlock ban saturday night special similar maryland handgun ration handgun month defeat read morning defeat lvc kansa provide hour wait period firearm defeat committee presently governor desk relate victim right expect enact law maine funding department fish wildlife budget restore follow severe reduction governor propose budget antihunting include reverse posting yard safety zone kill committee maryland firearm incendiary ammunition die committee vote reckless endangerment firearm sale transfer die committee vote gun control assault weapon die committee vote weapon free school zone withdraw weapon school property driver license suspension withdraw assault pistol sale purchase transport die committee vote assault pistols act die committee vote baltimore shotgun die committee vote pistol revolver dealer license compliance zone law withdraw regulate transfer die senate floor handgun assault weapon advertising sale transfer die committee handgun assault weapon exhibitor die committee assault pistols act die committee vote gun showssale trade transfer regulated firearm die committee vote firearm handguns assault pistol handgun roster board withdraw rifle shotgun registration withdraw pistol revolver private sale transfer require notice die committee prince george county weapon free school zone withdraw mississippi close loophole allow felon possess firearm pass house sign governor codify law mechanism certain felon second amendment liberty reinstate nebraska mandatory triggerlock kill committee new hampshire provide reciprocity concealed carry license pass increase term license carry loaded handgun pass new mexico impose day wait period defeat senate committee floor senate mandatory storage legislation kill vote committee legislation safeguard sportsman field harassment animal right extremist sign law governor march new york sevenday wait period defeat city buffalo ban certain semiautos defeat monroe county tax fee impose gun ammo include budget make pistol license provide validity pistol license state pass senate currently await action assembly committee north dakota grant victim compensation certain circumstance sign law governor april oregon ban firearm school ground court building withdraw result gun owner opposition rhode island mandatory firearm storage legislation defeat committee vote act prohibit alien firearm defeat unanimous vote committee nra instructor firearm safety requirement report favorably exempt person attorney general permit day wait period report floor vote extend term permit carry year year report floor unanimously utah reform state conceal carry statute pass house committee create civil liability socalled negligent storage firearm create offense reckless endangerment firearm kill senate floor virginia require proof state residence obtain virginia driver license pass increase penalty impose mandatory minimum sentence straw man purchase multiple firearm pass allow possession sawedoff rifle shotgun compliance federal law pass make felony offense carry concealed firearm license nra oppose lawabiding citizen acquire concealed carry license selfdefense defeat increase penalty use firearm commit felony pass require proof residence obtain driver license pass providing referendum imposition statewide day wait period handgun purchase defeat washington wait period licensing firearm die committee west virginia scr study control transfer handgun assault weapon defeat senate wisconsin referendum odds determined effort madison area citizen crime pay april nonbinding referendum ban possession handgun madison wisconsin defeat despite opposition ban air largely firearm owner series public meeting issue common council vote february place referendum ballot allow seven week campaign reverse public opinion issue october poll conduct wisconsin state journal support oppose express opinion election day voter poll cast ballot opposition proposal vote madison common council enact ban campaign committee spearhead wisconsin progun movement nraila rely neighborhood canvass direct mail radiotv advertising educate voter civil liberty implication raise enforcement ban referendum approve despite surprising defeat expect madison initiative chief proponent mayor paul soglin attempt common council enact ordinance ban handgun download guntalk service national rifle association institute legislative action washington larry cipriani lvcipriani attcom,talk.politics.guns
betz andrew betz high power assault gun gozer sigsauer fan club line apr stortekcom vojak vojak write alaska uzi rnd magazine big polar bear make big mad hungry cubs nearby polar bear draw betz bring terminal free state idaho outlaw right outlaw right spook fodder fema nsa clinton gore insurrection nsc semtex neptunium terrorist cia kgb deuterium,talk.politics.guns
cdt swstratuscom tavares important holly silva information stratus computer line usa pkojminnmuq vincent cadgatechedu vincent fox write separate post explicitly say crossposts tpg set followups read clever way politer respondent edit newsgoup line properly use followup hear make easy claim squeaky weasel want insiteful analysis email want point flaw public make sure newsgroup line include flood scu email agree quite sneaky trick expect cdt speak company cdt write today special investor packet,talk.politics.guns
donb netcomcom don baldwin gun good riddance netcom online service login guest line apr jrm vote cause consider abomination matter hard try public opinion set rkba nope northern california newspaper recently survey ask favor strict gun control say liberal swear word area country nearly half want additional control let revocation rkba end finish clinton rkba null void tough titty misguide dolt maintain dangerous bush clinton publicly support revoke second amendment surrender arm soon officer collect resistance useless overwhelm time neighbor help consider immediate threat abstract criminal help neighbor fuck bad way kkk violent solution passe avoid situation encourage criminal safe possible violent solution passe propose disarm police mention rkba breath kkk rkba able defend kill innocent actually mention kkk funny consider gun control law create specifically disarm black don,talk.politics.guns
utkvmutkedu david veal gun control mad hell news articleid marthaapr tennessee division continue education line ctshuew mane steve mane frank crary fcrary write good refer homocides just involve handgun fixation death shoot bad death stab relevance homicide debate gun control advocate say rid handgun live homicidefree world relevance homicide reduce number gun homicide group decrease significant make improvement improvement worth pay issue gun baseball bat simpleton know stand good chance survive attack baseball bat certainly outrun batwielding assailant baseball bat tenth likely kill victim gun comfort tenth knife early post face knife gun thanks face knife damn annoyed gun statistic world change fact interested cut fortunately best defense knife isnt knife train unarmed selfdefense problem disarm knife assailant untrained knife assault probably mean knife assailant train selfdefense unarmed selfdefense require training safe effective firearm require physical proximity great threat victim primary problem stun gun actually touch assailant unless good large strong assailant simply ignore blow long incapacitate david veal univ tenn div cont education info service group utkvmutkedu,talk.politics.guns
jfs johanes swenberg gun like california institute technology pasadena line apr jaj write turkey propistol automatic weapon fanatic realize rest laugh make angry just make chuckle steve nice laughable quite understand firearm clash wear nra sticker straight state judgement sad accept defend laugh contempt sheep expect government protect realize photo truck friend vancouver canada originally guffaw basic stupidity sticker great stupidity person place friend sound like bunch smug intellectual live britain rest civilized world perceive gunnut moron guess wait allknowing solve world problem let know answer punch line case problem canada hear suffer national eccentricity easy purchase weapon smuggle cross border yankee thing canadian actually uncivilized americans hell britain cop carry gun like matter able use hell recall court rusty carry gun know plaintiff nuts waste time watch steve corrupt mind gun nut rush limbaugh fan diatribe brady evil liberal medium plot damn funny provide endless argument example allow carry piece chuckle ditto self righteous lay derogatory tirade steve yall laughing feeling safe secure steve johanes,talk.politics.guns
julie julie kangas blast time jet propulsion laboratory pasadena usa line oldham cescwruedu daniel oldham write happen waco fault batf proper equipment personal capture compound initial assault happen batf need good weapon armored transport meet hostile able use force instead retreat stand job right batf protect proper equipment job wod increase crime street batf need blast away good fokes price pay law order country look good die war protect great country arm build waco need hit compound mega power blast kill woman kid let burn death day later say government deserve worry sleep thought government approve list round execute julie disclaimer opinion belong cat,talk.politics.guns
lvc larry cipriani need senate number house resolution number ideology buster line cuioumw mjp vnetibmcom michael phelps write try firearm archive larry cipriani instruction follow way thanks archive larry archive main need fight thanks david robinson scan subdirectory store congress congress larry cipriani lvcipriani attcom,talk.politics.guns
viking iastateedu dan sorenson reword second amendment idea iowa state ames line dfo foxvog douglas write individual right weapon mass destruction hard support neighbor right nuclear weapon biological weapon nerve gas hisher property depend draw line define weapon intend law reflective modern practice month century road little hint manure pile farmer field road usa weapon mass destruction biological nature wash open contaminate aquifer supply thousand city drinking water draw line usa epa rule pile scrap iron illegal care draw line time dan sorenson dod zdan viking iastateedu isu censor read say blame usenet post exotic distant machine meet exciting unusual flame,talk.politics.guns
surtifiuiono thomas parsli thomasp ifiuiono change inreplyto popovich steve popovich message wed apr gmt dept informatics oslo norway popovichapr line originator thomasp surtifiuiono survive mail posting thing know thing wrong place try censor newsgroup just try hint belong note posting reply fbi torch plasce napalm arrested dissapering know quisling right obviously vidkun quisling know traitor norway censor betray country norway bescause imply som jump little paranoid lot quisling norway waco look batf fbi handle situation like way remind stun bomb beeing drop house helicopter block flame die conspiracy maybe just screw signature merely text waste bandwith bring evil internet thomas parsli thomasp ifiuiono,talk.politics.guns
dale dale farmer gun control proud canuck express access online greenbelt usa line xnewsreader tin version frank crary fcrary write pqsruinniae dduff colhpcom dave duff write swiss population far large question lose sleep million expert rifleman certainly conquer switzerland million arm militiaman especially mountainous area tank limit make real pain question conqueror ask worth trouble difficult invasion likely answer certainly million rifleman oppose professional army thousand best country size switzerland support make invasion difficult hitler invade yugoslavia occupy mountainous portion patrol wermacht certainly control major native faction oppose german basically useless german production drain resource armored division couple infantry division memory correct kind stuck ally accept surrender ally let german weapon self defense unitil able lowland away resistance faction memory unreliable dale farmer,talk.politics.guns
pat rwinguucp pat myrto militia incredibly long totally unorganized line cnvyej jrutledg csulowelledu john lawrence rutledge write qnam cdt swstratuscom tavares write clnll jrutledg csulowelledu john lawrence rutledge know require train large group poeple twice year just try year provide basic training new integrate force suitable location require continually stand committee organizer response rutledge argue local federal government abandon charter support activity pass law prohibit private eliminate basis rkba contrary understand game strengthen originally argue second amendment little bit anachronism prohibit law examples anachronism law make decide second amendment apply broad case feel want probable majority feel way example use power government feel stand state wish wrong neglect government medium bullshit nonstop issue limitation prevent tyrrany majority example majority vote ethnic right fly use logic government feel constitution right time procedure amendment constitution deliberately difficult cumbersome prevent abuse decide ignore impose unjust policy majority minority lynch mob majority remember outvote hangee government violation endruns limitation government probably know hard convince good intention tamper right government propeganda gun strong persistant strong just gullible government help sort line lie feed half truth rig stats government know control law effect crime want government monopoly force pure simple want government able override limitation simple vote bunch elitist sure father sure hell mox nix rutledge claim rkba dependent existence topflight militia false assumption post number time simple state right join organize militia state militia meet twice year clearly organize state readiness claim right state readiness expect militia state hamilton good read senate subcommitte constitution regard second amendment linguist analisys second stuff assertion yes mention document online pat rwinguucp prejudice ucc pat myrto seattle fail try uunet pilchuck rwing pat wisdom thing infinite universe human stupidity sure albert einstien,talk.politics.guns
lvc larry cipriani dayton gun buy boston gun buy ideology buster line accord wnci radio morning dayton ohio operate gun buy functional gun turn run money day pass voucher sort look fund operating mediaevent bring hci similar progun example pay lawfully protect life firearm sound bit tacky hey work larry cipriani lvcipriani attcom,talk.politics.guns
pspod steve podleski father question nasa lewis research center cleveland ohio line arc aaron ray clements write make comment george bear silver foot mouth sound like damn politician like old day texas anymore politician corrupt stand apology exception news house twothirds majority opposition concern image say publicly matter expect texan congressman act republican steve podleski phone nasa lewis research center cleveland ohio email pspod,talk.politics.guns
veal utkvmutkedu david veal gun like line tennessee division continue education apr jaj write turkey propistol automatic weapon fanatic realize rest laugh make angry just make chuckle nice strive value remeber bellingham washington pickup truck car friend bumper sticker proclaim gun control firm grip sure wanker pretty cool realize photo truck friend vancouver canada originally guffaw basic stupidity sticker great stupidity person place place realize feeling way canadians laugh american simply shrug won hell let state place know somebody gunmart superstore place just experience sight gun ammo shop cart drive vega year strategy post complaint live britain rest civilized world perceive gunnut moron courtesy apparently dead commodity rest civilized world gun nut moron bbc recently refer american penchant pistol automatic weapon national eccentricity gun monarch economy verg collapse finger point atlanticis waste time problem canada hear suffer national eccentricity easy purchase weapon smuggle cross border canada blame problem year simple fact matter year ago crow great gotten rid gun good just divine light shin north point cultural difference point precontrol crime rate point history entire world contain smuggle want smuggle problem base gun surface year canadian criminal want gun provide canada version drug problem drug prohibit hell britain cop carry gun funny thing border guard belt ton spare ammo know maybe canadian shopper hand hell recall court rusty carry gun know plaintiff nuts saw news report britain arm crime rise police agency consider permanent firearm officer deal accord news world report british handgun death rise past year number drop maybe smuggle usuk border yeah ticket cya nice day steve learn little common courtesy politeness david veal univ tenn div cont education info service group utkvmutkedu remember way laugh day push elevator shaft begin dont love anymore weird,talk.politics.guns
jimwray yobsccsicom jim wray cnn sale olde bailey houston line replyto jimwray yobsccsicom jim wray csutexasedu gorman maybe time nra goa ccrtkba saf band buy cnn voice sumpin broadcast truth change able air favorable progun item like happen dont average gunowner notice happen break door record publicly effect contribute minimum buyout fund organize make viable anybody want money mouth million gun owner big realistic hold cnn antigun bullshit stop right happen make happen nut nra headquarters weenie listen man rtkba honcho listen time stop fight brady schumers interesting meaning acronynm comfort office time money just pack olx gun control advocate sanity bypass olde bailey vbis vbis houston texas yobsccsicom home altcosuard,talk.politics.guns
roby scott roby batffbi murder waco today delaware line apr betz andrew betz crynwiz newsudeledu roby scott roby write suppose fbi prevent come hand national camera watch watch mile away far away happenned explain vengeful filter humiliated agency say quote tell happen come hand week ago scenario simplest plausible generally conspiracy theory involve complicate unlikely scenario fbi send letter martin luther king wife insinuate mlk affair tell exactly trust supposedly benevolent government release child compound david koreshvernon howell jesus christ saw lengthy excerpt australian documentary make clearly cult pleased batf handling affair bungle badly start responsible start different place batf mean devoid fault handling affair suggest start ludicrous suspect plenty camerapeople willing risk small arm good footage tell hell camera range drew betz bring terminal free state idaho outlaw right outlaw right spook fodder fema nsa clinton gore insurrection nsc semtex neptunium terrorist cia kgb deuterium,talk.politics.guns
glenn stone change replyto glenn easgatechedu group bench line cmmthomasp thomasp ifiuiono thomas parsli make new newsgroup posting waco burn guess censor norway tell run place wan know somebody splain guess norway survive reich hint passive resistance way dane glenn stone glenn easgatechedu wearer asbestos underoos,talk.politics.guns
